98.2571429,78.5714286,79.5,88.06857143,79.5,1
45.3142857,57.1428571,52.5,54.96714286,52.5,0
71.9809524,71.4285714,63.5,70.5147619,63.5,1
72.7047619,100,68,70.44666667,68,1
94.352381,57.1428571,85.5,88.63047619,85.5,1
86.9333333,85.7142857,64.5,76.96238095,64.5,1
82.8190476,100,65.5,76.73666667,65.5,1
53.9428571,28.5714286,53.5,53.05857143,53.5,0
15.6190476,28.5714286,35.5,26.6452381,35.5,0
92.8285714,92.8571429,75.5,84.88285714,75.5,1
96.7333333,92.8571429,82.5,89.74952381,82.5,1
92.8857143,28.5714286,43,65.43857143,43,1
98.0380952,100,54,76.31333333,54,1
96.8,92.8571429,86.5,91.77285714,86.5,1
66.7619048,71.4285714,62,67.93809524,62,1
66.1619048,57.1428571,57.5,64.76380952,57.5,0
21.6190476,85.7142857,35,35.35238095,35,0
46.8190476,28.5714286,25,40.3152381,25,0
94.4285714,78.5714286,75.5,80.72857143,75.5,1
99.3619048,92.8571429,75.5,87.16952381,75.5,1
68.4761905,85.7142857,67,71.75238095,67,1
14.4761905,42.8571429,0,15.20952381,0,0
99.5619048,50,94.5,94.59666667,94.5,1
92.4190476,100,87,90.84666667,87,1
81.2857143,92.8571429,44.5,65.34285714,44.5,1
62.8095238,64.2857143,75,70.69761905,75,0
97.1904762,100,88.5,93.26666667,88.5,1
56.5619048,92.8571429,72,68.43952381,72,1
52.4,21.4285714,68.5,61.66142857,68.5,0
70.2857143,28.5714286,61.5,66.77857143,61.5,1
92.4285714,14.2857143,67.5,76.81428571,67.5,1
88.5809524,92.8571429,85,88.14619048,85,1
100.952381,100,90,95.33333333,90,1
17.7142857,50,0,12.7,0,0
77.0380952,100,89,86.46333333,89,1
92.4095238,100,84.5,89.59333333,84.5,1
91.3714286,92.8571429,84.5,88.87285714,84.5,1
88.6380952,50,79,83.02333333,79,1
85.4,64.2857143,60,73.10428571,60,1
53.8857143,21.4285714,69,62.43142857,69,0
96.6761905,100,71,82.33666667,71,1
13.9047619,42.8571429,0,11.00952381,0,0
85.8,85.7142857,80.5,84.56571429,80.5,1
57.0380952,28.5714286,63,62.89190476,63,0
80.247619,78.5714286,70,77.0152381,70,1
90,85.7142857,91,91.28571429,91,1
19.4285714,21.4285714,0,11.87142857,0,0
88.3238095,71.4285714,82.5,85.7347619,82.5,1
71.5809524,71.4285714,61.5,69.3747619,61.5,1
35.6666667,50,20.5,33.23333333,20.5,0
89.1142857,100,84,88.19,84,1
98.552381,100,95.5,97.24333333,95.5,1
64.3047619,64.2857143,60,63.72095238,60,0
96.9238095,64.2857143,90.5,92.38761905,90.5,1
78.9809524,92.8571429,71,77.78619048,71,1
69.0285714,85.7142857,81,74.94571429,81,1
75.5619048,92.8571429,52,67.08952381,52,1
35.2,57.1428571,0,19.17714286,0,0
86.3809524,78.5714286,53.5,70.91190476,53.5,1
99.4,100,74,86.79,74,1
93.0190476,92.8571429,91,92.69952381,91,1
97.4857143,100,90.5,94.37,90.5,1
95.5809524,100,51.5,74.20333333,51.5,1
98,100,87,92.8,87,1
88.2761905,71.4285714,80.5,84.71809524,80.5,1
87.3333333,57.1428571,77.5,80.17380952,77.5,1
67.6190476,100,74.5,75.91666667,74.5,1
94.9142857,92.8571429,73,82.36285714,73,1
75.1047619,78.5714286,76,74.2152381,76,1
86.4190476,50,54.5,69.99666667,54.5,1
88.2095238,85.7142857,73.5,79.90904762,73.5,1
97.0380952,85.7142857,78,87.24904762,78,1
87.4761905,100,50.5,70.86666667,50.5,1
76.7238095,64.2857143,58,65.06761905,58,1
97.0190476,100,74.5,86.20666667,74.5,1
0,35.7142857,0,5.785714286,0,0
18.4761905,64.2857143,29,28.18095238,29,0
99.6095238,100,95,97.36333333,95,1
99.1809524,100,76,87.71333333,76,1
89.847619,92.8571429,81.5,86.83952381,81.5,1
35.6666667,7.1428571,57,45.34047619,57,0
69.5904762,85.7142857,67,72.14238095,67,1
97.4380952,42.8571429,72,82.24619048,72,1
92.4380952,85.7142857,84,88.63904762,84,1
81.4666667,92.8571429,82,84.15619048,82,1
96.0571429,100,87.5,92.37,87.5,1
98.847619,78.5714286,61,79.0252381,61,1
74.0285714,85.7142857,66,73.19571429,66,1
28,42.8571429,21.5,30.69285714,21.5,0
67.4380952,64.2857143,72,72.81761905,72,1
14.0952381,14.2857143,24.5,23.89761905,24.5,0
87.247619,85.7142857,96.5,93.07238095,96.5,1
98.6285714,78.5714286,60,78.44857143,60,1
47.3428571,35.7142857,28.5,38.60571429,28.5,0
14.6,7.1428571,26.5,20.71714286,26.5,0
81.247619,21.4285714,81,80.00809524,81,1
78.447619,64.2857143,67.5,74.42095238,67.5,1
26.7142857,35.7142857,32.5,35.38571429,32.5,0
20,7.1428571,30,26.35714286,30,0
16.5714286,28.5714286,0,11.22857143,0,0
69.4857143,100,57,67.82,57,1
94.6,100,76,86.11,76,1
78.2,78.5714286,76,79.29857143,76,1
73.2857143,35.7142857,68.5,69.68571429,68.5,1
64.3714286,57.1428571,66.5,68.63714286,66.5,1
35.4285714,42.8571429,4,20.54285714,4,0
49.047619,14.2857143,26,34.88095238,26,0
97.9619048,100,78.5,88.53666667,78.5,1
0,7.1428571,0,0.357142857,0,0
69.1142857,64.2857143,48.5,61.65428571,48.5,0
78.2,71.4285714,79.5,80.69142857,79.5,1
91.0285714,78.5714286,70.5,81.03857143,70.5,1
72.4761905,100,60.5,70.61666667,60.5,1
